"megye","telepules","szavazokor","part","szavazat"
1,3,35,"JESZ",3
1,3,35,"A HAZA NEM ELADÓ",3
1,3,35,"ZÖLDEK",4
1,3,36,"MSZP-EGYÜTT-DK-PM-MLP",260
1,3,36,"SZOCIÁLDEMOKRATÁK",1
1,3,36,"LMP",47
1,3,36,"JOBBIK",60
1,3,36,"FIDESZ-KDNP",209
1,3,36,"EGYÜTT 2014",4
1,3,36,"ÖP",2
1,3,36,"JESZ",0
1,3,36,"A HAZA NEM ELADÓ",3
1,3,36,"ZÖLDEK",10
1,3,37,"MSZP-EGYÜTT-DK-PM-MLP",236
1,3,37,"SZOCIÁLDEMOKRATÁK",2
1,3,37,"LMP",59
1,3,37,"JOBBIK",64
1,3,37,"FIDESZ-KDNP",275
1,3,37,"EGYÜTT 2014",3
1,3,37,"ÖP",2
1,3,37,"JESZ",0
1,3,37,"A HAZA NEM ELADÓ",1
1,3,37,"ZÖLDEK",5
1,3,38,"MSZP-EGYÜTT-DK-PM-MLP",230
1,3,38,"SZOCIÁLDEMOKRATÁK",2
1,3,38,"LMP",47
1,3,38,"JOBBIK",55
1,3,38,"FIDESZ-KDNP",195
1,3,38,"EGYÜTT 2014",5
1,3,38,"ÖP",0
1,3,38,"JESZ",1
1,3,38,"A HAZA NEM ELADÓ",4
1,3,38,"ZÖLDEK",9
1,3,39,"MSZP-EGYÜTT-DK-PM-MLP",235
1,3,39,"SZOCIÁLDEMOKRATÁK",4
1,3,39,"LMP",44
1,3,39,"JOBBIK",93
1,3,39,"FIDESZ-KDNP",202
1,3,39,"EGYÜTT 2014",7
1,3,39,"ÖP",2
1,3,39,"JESZ",1
1,3,39,"A HAZA NEM ELADÓ",3
1,3,39,"ZÖLDEK",6
1,3,40,"MSZP-EGYÜTT-DK-PM-MLP",221
1,3,40,"SZOCIÁLDEMOKRATÁK",2
1,3,40,"LMP",40
1,3,40,"JOBBIK",66
1,3,40,"FIDESZ-KDNP",159
1,3,40,"EGYÜTT 2014",6
1,3,40,"ÖP",2
1,3,40,"JESZ",2
1,3,40,"A HAZA NEM ELADÓ",4
1,3,40,"ZÖLDEK",4
1,3,41,"MSZP-EGYÜTT-DK-PM-MLP",206
1,3,41,"SZOCIÁLDEMOKRATÁK",3
1,3,41,"LMP",48
1,3,41,"JOBBIK",72
1,3,41,"FIDESZ-KDNP",175
1,3,41,"EGYÜTT 2014",5
1,3,41,"ÖP",3
1,3,41,"JESZ",1
1,3,41,"A HAZA NEM ELADÓ",1
1,3,41,"ZÖLDEK",7
1,3,42,"MSZP-EGYÜTT-DK-PM-MLP",117
1,3,42,"SZOCIÁLDEMOKRATÁK",2
1,3,42,"LMP",25
1,3,42,"JOBBIK",34
1,3,42,"FIDESZ-KDNP",118
1,3,42,"EGYÜTT 2014",2
1,3,42,"ÖP",1
1,3,42,"JESZ",2
1,3,42,"A HAZA NEM ELADÓ",1
1,3,42,"ZÖLDEK",1
1,3,43,"MSZP-EGYÜTT-DK-PM-MLP",281
1,3,43,"SZOCIÁLDEMOKRATÁK",11
1,3,43,"LMP",52
1,3,43,"JOBBIK",95
1,3,43,"FIDESZ-KDNP",218
1,3,43,"EGYÜTT 2014",12
1,3,43,"ÖP",5
1,3,43,"JESZ",2
1,3,43,"A HAZA NEM ELADÓ",6
1,3,43,"ZÖLDEK",3
1,3,44,"MSZP-EGYÜTT-DK-PM-MLP",280
1,3,44,"SZOCIÁLDEMOKRATÁK",5
1,3,44,"LMP",71
1,3,44,"JOBBIK",74
1,3,44,"FIDESZ-KDNP",284
1,3,44,"EGYÜTT 2014",5
1,3,44,"ÖP",2
1,3,44,"JESZ",0
1,3,44,"A HAZA NEM ELADÓ",3
1,3,44,"ZÖLDEK",6
1,3,45,"MSZP-EGYÜTT-DK-PM-MLP",236
1,3,45,"SZOCIÁLDEMOKRATÁK",4
1,3,45,"LMP",34
1,3,45,"JOBBIK",99
1,3,45,"FIDESZ-KDNP",239
1,3,45,"EGYÜTT 2014",7
1,3,45,"ÖP",4
1,3,45,"JESZ",2
1,3,45,"A HAZA NEM ELADÓ",3
1,3,45,"ZÖLDEK",6
1,3,46,"MSZP-EGYÜTT-DK-PM-MLP",315
1,3,46,"SZOCIÁLDEMOKRATÁK",3
1,3,46,"LMP",59
1,3,46,"JOBBIK",80
1,3,46,"FIDESZ-KDNP",242
1,3,46,"EGYÜTT 2014",3
1,3,46,"ÖP",1
1,3,46,"JESZ",3
1,3,46,"A HAZA NEM ELADÓ",5
1,3,46,"ZÖLDEK",8
1,3,47,"MSZP-EGYÜTT-DK-PM-MLP",596
1,3,47,"SZOCIÁLDEMOKRATÁK",5
1,3,47,"LMP",169
1,3,47,"JOBBIK",213
1,3,47,"FIDESZ-KDNP",582
1,3,47,"EGYÜTT 2014",20
1,3,47,"ÖP",5
1,3,47,"JESZ",5
1,3,47,"A HAZA NEM ELADÓ",9
1,3,47,"ZÖLDEK",19
1,3,48,"MSZP-EGYÜTT-DK-PM-MLP",250
1,3,48,"SZOCIÁLDEMOKRATÁK",2
1,3,48,"LMP",44
1,3,48,"JOBBIK",73
1,3,48,"FIDESZ-KDNP",199
1,3,48,"EGYÜTT 2014",2
1,3,48,"ÖP",0
1,3,48,"JESZ",1
1,3,48,"A HAZA NEM ELADÓ",0
1,3,48,"ZÖLDEK",7
1,3,49,"MSZP-EGYÜTT-DK-PM-MLP",238
1,3,49,"SZOCIÁLDEMOKRATÁK",3
1,3,49,"LMP",59
1,3,49,"JOBBIK",74
1,3,49,"FIDESZ-KDNP",224
1,3,49,"EGYÜTT 2014",5
1,3,49,"ÖP",2
1,3,49,"JESZ",1
1,3,49,"A HAZA NEM ELADÓ",5
1,3,49,"ZÖLDEK",4
1,3,50,"MSZP-EGYÜTT-DK-PM-MLP",257
1,3,50,"SZOCIÁLDEMOKRATÁK",2
1,3,50,"LMP",40
1,3,50,"JOBBIK",79
1,3,50,"FIDESZ-KDNP",232
1,3,50,"EGYÜTT 2014",2
1,3,50,"ÖP",4
1,3,50,"JESZ",1
1,3,50,"A HAZA NEM ELADÓ",0
1,3,50,"ZÖLDEK",4
1,3,51,"MSZP-EGYÜTT-DK-PM-MLP",196
1,3,51,"SZOCIÁLDEMOKRATÁK",2
1,3,51,"LMP",52
1,3,51,"JOBBIK",61
1,3,51,"FIDESZ-KDNP",224
1,3,51,"EGYÜTT 2014",6
1,3,51,"ÖP",0
1,3,51,"JESZ",3
1,3,51,"A HAZA NEM ELADÓ",0
1,3,51,"ZÖLDEK",8
1,3,52,"MSZP-EGYÜTT-DK-PM-MLP",210
1,3,52,"SZOCIÁLDEMOKRATÁK",4
1,3,52,"LMP",53
1,3,52,"JOBBIK",54
1,3,52,"FIDESZ-KDNP",245
1,3,52,"EGYÜTT 2014",6
1,3,52,"ÖP",6
1,3,52,"JESZ",3
1,3,52,"A HAZA NEM ELADÓ",3
1,3,52,"ZÖLDEK",10
1,3,53,"MSZP-EGYÜTT-DK-PM-MLP",195
1,3,53,"SZOCIÁLDEMOKRATÁK",5
1,3,53,"LMP",58
1,3,53,"JOBBIK",60
1,3,53,"FIDESZ-KDNP",212
1,3,53,"EGYÜTT 2014",4
1,3,53,"ÖP",0
1,3,53,"JESZ",2
1,3,53,"A HAZA NEM ELADÓ",3
1,3,53,"ZÖLDEK",5
1,3,54,"MSZP-EGYÜTT-DK-PM-MLP",268
1,3,54,"SZOCIÁLDEMOKRATÁK",3
1,3,54,"LMP",71
1,3,54,"JOBBIK",68
1,3,54,"FIDESZ-KDNP",265
1,3,54,"EGYÜTT 2014",6
1,3,54,"ÖP",1
1,3,54,"JESZ",3
1,3,54,"A HAZA NEM ELADÓ",0
1,3,54,"ZÖLDEK",7
1,3,55,"MSZP-EGYÜTT-DK-PM-MLP",277
1,3,55,"SZOCIÁLDEMOKRATÁK",4
1,3,55,"LMP",37
1,3,55,"JOBBIK",81
1,3,55,"FIDESZ-KDNP",211
1,3,55,"EGYÜTT 2014",2
1,3,55,"ÖP",2
1,3,55,"JESZ",3
1,3,55,"A HAZA NEM ELADÓ",4
1,3,55,"ZÖLDEK",5
1,3,56,"MSZP-EGYÜTT-DK-PM-MLP",216
1,3,56,"SZOCIÁLDEMOKRATÁK",2
1,3,56,"LMP",40
1,3,56,"JOBBIK",82
1,3,56,"FIDESZ-KDNP",216
1,3,56,"EGYÜTT 2014",10
1,3,56,"ÖP",2
1,3,56,"JESZ",0
1,3,56,"A HAZA NEM ELADÓ",2
1,3,56,"ZÖLDEK",3
1,3,57,"MSZP-EGYÜTT-DK-PM-MLP",258
1,3,57,"SZOCIÁLDEMOKRATÁK",6
1,3,57,"LMP",34
1,3,57,"JOBBIK",90
1,3,57,"FIDESZ-KDNP",189
1,3,57,"EGYÜTT 2014",11
1,3,57,"ÖP",3
1,3,57,"JESZ",3
1,3,57,"A HAZA NEM ELADÓ",3
1,3,57,"ZÖLDEK",4
1,3,58,"MSZP-EGYÜTT-DK-PM-MLP",191
1,3,58,"SZOCIÁLDEMOKRATÁK",3
1,3,58,"LMP",57
1,3,58,"JOBBIK",89
1,3,58,"FIDESZ-KDNP",175
1,3,58,"EGYÜTT 2014",3
1,3,58,"ÖP",5
1,3,58,"JESZ",3
1,3,58,"A HAZA NEM ELADÓ",3
1,3,58,"ZÖLDEK",6
1,3,59,"MSZP-EGYÜTT-DK-PM-MLP",236
1,3,59,"SZOCIÁLDEMOKRATÁK",2
1,3,59,"LMP",91
1,3,59,"JOBBIK",61
1,3,59,"FIDESZ-KDNP",221
1,3,59,"EGYÜTT 2014",9
1,3,59,"ÖP",4
1,3,59,"JESZ",1
1,3,59,"A HAZA NEM ELADÓ",1
1,3,59,"ZÖLDEK",6
1,3,60,"MSZP-EGYÜTT-DK-PM-MLP",235
1,3,60,"SZOCIÁLDEMOKRATÁK",2
1,3,60,"LMP",60
1,3,60,"JOBBIK",87
1,3,60,"FIDESZ-KDNP",176
1,3,60,"EGYÜTT 2014",8
1,3,60,"ÖP",3
1,3,60,"JESZ",1
1,3,60,"A HAZA NEM ELADÓ",0
1,3,60,"ZÖLDEK",13
1,3,61,"MSZP-EGYÜTT-DK-PM-MLP",258
1,3,61,"SZOCIÁLDEMOKRATÁK",3
1,3,61,"LMP",71
1,3,61,"JOBBIK",98
1,3,61,"FIDESZ-KDNP",204
1,3,61,"EGYÜTT 2014",8
1,3,61,"ÖP",3
1,3,61,"JESZ",1
1,3,61,"A HAZA NEM ELADÓ",3
1,3,61,"ZÖLDEK",7
1,3,62,"MSZP-EGYÜTT-DK-PM-MLP",238
1,3,62,"SZOCIÁLDEMOKRATÁK",5
1,3,62,"LMP",39
1,3,62,"JOBBIK",82
1,3,62,"FIDESZ-KDNP",204
1,3,62,"EGYÜTT 2014",4
1,3,62,"ÖP",2
1,3,62,"JESZ",5
1,3,62,"A HAZA NEM ELADÓ",5
1,3,62,"ZÖLDEK",5
1,3,63,"MSZP-EGYÜTT-DK-PM-MLP",178
1,3,63,"SZOCIÁLDEMOKRATÁK",6
1,3,63,"LMP",59
1,3,63,"JOBBIK",100
1,3,63,"FIDESZ-KDNP",213
1,3,63,"EGYÜTT 2014",3
1,3,63,"ÖP",1
1,3,63,"JESZ",2
1,3,63,"A HAZA NEM ELADÓ",7
1,3,63,"ZÖLDEK",8
1,3,64,"MSZP-EGYÜTT-DK-PM-MLP",205
1,3,64,"SZOCIÁLDEMOKRATÁK",1
1,3,64,"LMP",70
1,3,64,"JOBBIK",70
1,3,64,"FIDESZ-KDNP",193
1,3,64,"EGYÜTT 2014",7
1,3,64,"ÖP",2
1,3,64,"JESZ",3
1,3,64,"A HAZA NEM ELADÓ",1
1,3,64,"ZÖLDEK",8
1,3,65,"MSZP-EGYÜTT-DK-PM-MLP",318
1,3,65,"SZOCIÁLDEMOKRATÁK",0
1,3,65,"LMP",65
1,3,65,"JOBBIK",87
1,3,65,"FIDESZ-KDNP",255
1,3,65,"EGYÜTT 2014",0
1,3,65,"ÖP",0
1,3,65,"JESZ",1
1,3,65,"A HAZA NEM ELADÓ",0
1,3,65,"ZÖLDEK",7
1,3,66,"MSZP-EGYÜTT-DK-PM-MLP",227
1,3,66,"SZOCIÁLDEMOKRATÁK",5
1,3,66,"LMP",50
1,3,66,"JOBBIK",95
1,3,66,"FIDESZ-KDNP",197
1,3,66,"EGYÜTT 2014",4
1,3,66,"ÖP",2
1,3,66,"JESZ",1
1,3,66,"A HAZA NEM ELADÓ",5
1,3,66,"ZÖLDEK",13
1,3,67,"MSZP-EGYÜTT-DK-PM-MLP",280
1,3,67,"SZOCIÁLDEMOKRATÁK",7
1,3,67,"LMP",60
1,3,67,"JOBBIK",88
1,3,67,"FIDESZ-KDNP",175
1,3,67,"EGYÜTT 2014",7
1,3,67,"ÖP",2
1,3,67,"JESZ",3
1,3,67,"A HAZA NEM ELADÓ",5
1,3,67,"ZÖLDEK",8
1,3,68,"MSZP-EGYÜTT-DK-PM-MLP",263
1,3,68,"SZOCIÁLDEMOKRATÁK",16
1,3,68,"LMP",54
1,3,68,"JOBBIK",55
1,3,68,"FIDESZ-KDNP",254
1,3,68,"EGYÜTT 2014",2
1,3,68,"ÖP",1
1,3,68,"JESZ",0
1,3,68,"A HAZA NEM ELADÓ",0
1,3,68,"ZÖLDEK",2
1,3,69,"MSZP-EGYÜTT-DK-PM-MLP",261
1,3,69,"SZOCIÁLDEMOKRATÁK",5
1,3,69,"LMP",68
1,3,69,"JOBBIK",68
1,3,69,"FIDESZ-KDNP",241
1,3,69,"EGYÜTT 2014",6
1,3,69,"ÖP",5
1,3,69,"JESZ",0
1,3,69,"A HAZA NEM ELADÓ",0
1,3,69,"ZÖLDEK",5
1,3,70,"MSZP-EGYÜTT-DK-PM-MLP",277
1,3,70,"SZOCIÁLDEMOKRATÁK",2
1,3,70,"LMP",71
1,3,70,"JOBBIK",84
1,3,70,"FIDESZ-KDNP",235
1,3,70,"EGYÜTT 2014",5
1,3,70,"ÖP",2
1,3,70,"JESZ",2
1,3,70,"A HAZA NEM ELADÓ",9
1,3,70,"ZÖLDEK",10
1,3,71,"MSZP-EGYÜTT-DK-PM-MLP",289
1,3,71,"SZOCIÁLDEMOKRATÁK",5
1,3,71,"LMP",97
1,3,71,"JOBBIK",73
1,3,71,"FIDESZ-KDNP",257
1,3,71,"EGYÜTT 2014",7
1,3,71,"ÖP",3
1,3,71,"JESZ",1
1,3,71,"A HAZA NEM ELADÓ",1
1,3,71,"ZÖLDEK",14
1,3,72,"MSZP-EGYÜTT-DK-PM-MLP",259
1,3,72,"SZOCIÁLDEMOKRATÁK",5
1,3,72,"LMP",100
1,3,72,"JOBBIK",98
1,3,72,"FIDESZ-KDNP",221
1,3,72,"EGYÜTT 2014",7
1,3,72,"ÖP",0
1,3,72,"JESZ",3
1,3,72,"A HAZA NEM ELADÓ",5
1,3,72,"ZÖLDEK",12
1,3,73,"MSZP-EGYÜTT-DK-PM-MLP",280
1,3,73,"SZOCIÁLDEMOKRATÁK",8
1,3,73,"LMP",84
1,3,73,"JOBBIK",65
1,3,73,"FIDESZ-KDNP",249
1,3,73,"EGYÜTT 2014",4
1,3,73,"ÖP",1
1,3,73,"JESZ",1
1,3,73,"A HAZA NEM ELADÓ",4
1,3,73,"ZÖLDEK",4
1,3,74,"MSZP-EGYÜTT-DK-PM-MLP",289
1,3,74,"SZOCIÁLDEMOKRATÁK",6
1,3,74,"LMP",85
1,3,74,"JOBBIK",73
1,3,74,"FIDESZ-KDNP",271
1,3,74,"EGYÜTT 2014",4
1,3,74,"ÖP",3
1,3,74,"JESZ",2
1,3,74,"A HAZA NEM ELADÓ",1
1,3,74,"ZÖLDEK",7
1,3,75,"MSZP-EGYÜTT-DK-PM-MLP",281
1,3,75,"SZOCIÁLDEMOKRATÁK",1
1,3,75,"LMP",70
1,3,75,"JOBBIK",45
1,3,75,"FIDESZ-KDNP",199
1,3,75,"EGYÜTT 2014",4
1,3,75,"ÖP",3
1,3,75,"JESZ",0
1,3,75,"A HAZA NEM ELADÓ",6
1,3,75,"ZÖLDEK",10
1,3,76,"MSZP-EGYÜTT-DK-PM-MLP",288
1,3,76,"SZOCIÁLDEMOKRATÁK",1
1,3,76,"LMP",92
1,3,76,"JOBBIK",65
1,3,76,"FIDESZ-KDNP",278
1,3,76,"EGYÜTT 2014",8
1,3,76,"ÖP",4
1,3,76,"JESZ",2
1,3,76,"A HAZA NEM ELADÓ",2
1,3,76,"ZÖLDEK",15
1,3,77,"MSZP-EGYÜTT-DK-PM-MLP",297
1,3,77,"SZOCIÁLDEMOKRATÁK",2
1,3,77,"LMP",80
1,3,77,"JOBBIK",72
1,3,77,"FIDESZ-KDNP",269
1,3,77,"EGYÜTT 2014",5
1,3,77,"ÖP",3
1,3,77,"JESZ",2
1,3,77,"A HAZA NEM ELADÓ",1
1,3,77,"ZÖLDEK",8
1,3,78,"MSZP-EGYÜTT-DK-PM-MLP",187
1,3,78,"SZOCIÁLDEMOKRATÁK",2
1,3,78,"LMP",69
1,3,78,"JOBBIK",50
1,3,78,"FIDESZ-KDNP",290
1,3,78,"EGYÜTT 2014",9
1,3,78,"ÖP",1
1,3,78,"JESZ",2
1,3,78,"A HAZA NEM ELADÓ",4
1,3,78,"ZÖLDEK",5
1,3,79,"MSZP-EGYÜTT-DK-PM-MLP",257
1,3,79,"SZOCIÁLDEMOKRATÁK",2
1,3,79,"LMP",101
1,3,79,"JOBBIK",57
1,3,79,"FIDESZ-KDNP",312
1,3,79,"EGYÜTT 2014",4
1,3,79,"ÖP",7
1,3,79,"JESZ",4
1,3,79,"A HAZA NEM ELADÓ",1
1,3,79,"ZÖLDEK",8
1,3,80,"MSZP-EGYÜTT-DK-PM-MLP",219
1,3,80,"SZOCIÁLDEMOKRATÁK",4
1,3,80,"LMP",65
1,3,80,"JOBBIK",63
1,3,80,"FIDESZ-KDNP",286
1,3,80,"EGYÜTT 2014",2
1,3,80,"ÖP",2
1,3,80,"JESZ",3
1,3,80,"A HAZA NEM ELADÓ",0
1,3,80,"ZÖLDEK",0
1,3,81,"MSZP-EGYÜTT-DK-PM-MLP",222
1,3,81,"SZOCIÁLDEMOKRATÁK",4
1,3,81,"LMP",90
1,3,81,"JOBBIK",62
1,3,81,"FIDESZ-KDNP",284
1,3,81,"EGYÜTT 2014",5
1,3,81,"ÖP",2
1,3,81,"JESZ",0
1,3,81,"A HAZA NEM ELADÓ",6
1,3,81,"ZÖLDEK",6
1,3,82,"MSZP-EGYÜTT-DK-PM-MLP",299
1,3,82,"SZOCIÁLDEMOKRATÁK",3
1,3,82,"LMP",96
1,3,82,"JOBBIK",91
1,3,82,"FIDESZ-KDNP",320
1,3,82,"EGYÜTT 2014",5
1,3,82,"ÖP",1
1,3,82,"JESZ",1
1,3,82,"A HAZA NEM ELADÓ",4
1,3,82,"ZÖLDEK",9
1,3,83,"MSZP-EGYÜTT-DK-PM-MLP",259
1,3,83,"SZOCIÁLDEMOKRATÁK",10
1,3,83,"LMP",88
1,3,83,"JOBBIK",81
1,3,83,"FIDESZ-KDNP",303
1,3,83,"EGYÜTT 2014",7
1,3,83,"ÖP",2
1,3,83,"JESZ",1
1,3,83,"A HAZA NEM ELADÓ",3
1,3,83,"ZÖLDEK",12
1,3,84,"MSZP-EGYÜTT-DK-PM-MLP",230
1,3,84,"SZOCIÁLDEMOKRATÁK",2
1,3,84,"LMP",61
1,3,84,"JOBBIK",78
1,3,84,"FIDESZ-KDNP",288
1,3,84,"EGYÜTT 2014",3
1,3,84,"ÖP",0
1,3,84,"JESZ",0
1,3,84,"A HAZA NEM ELADÓ",2
1,3,84,"ZÖLDEK",7
1,3,85,"MSZP-EGYÜTT-DK-PM-MLP",264
1,3,85,"SZOCIÁLDEMOKRATÁK",4
1,3,85,"LMP",48
1,3,85,"JOBBIK",94
1,3,85,"FIDESZ-KDNP",176
1,3,85,"EGYÜTT 2014",1
1,3,85,"ÖP",2
1,3,85,"JESZ",0
1,3,85,"A HAZA NEM ELADÓ",4
1,3,85,"ZÖLDEK",13
1,3,86,"MSZP-EGYÜTT-DK-PM-MLP",195
1,3,86,"SZOCIÁLDEMOKRATÁK",3
1,3,86,"LMP",25
1,3,86,"JOBBIK",110
1,3,86,"FIDESZ-KDNP",202
1,3,86,"EGYÜTT 2014",2
1,3,86,"ÖP",2
1,3,86,"JESZ",3
1,3,86,"A HAZA NEM ELADÓ",1
1,3,86,"ZÖLDEK",10
1,3,87,"MSZP-EGYÜTT-DK-PM-MLP",239
1,3,87,"SZOCIÁLDEMOKRATÁK",3
1,3,87,"LMP",54
1,3,87,"JOBBIK",74
1,3,87,"FIDESZ-KDNP",186
1,3,87,"EGYÜTT 2014",4
1,3,87,"ÖP",2
1,3,87,"JESZ",1
1,3,87,"A HAZA NEM ELADÓ",3
1,3,87,"ZÖLDEK",2
1,3,88,"MSZP-EGYÜTT-DK-PM-MLP",273
1,3,88,"SZOCIÁLDEMOKRATÁK",7
1,3,88,"LMP",49
1,3,88,"JOBBIK",118
1,3,88,"FIDESZ-KDNP",198
1,3,88,"EGYÜTT 2014",4
1,3,88,"ÖP",3
1,3,88,"JESZ",6
1,3,88,"A HAZA NEM ELADÓ",0
1,3,88,"ZÖLDEK",8
1,3,89,"MSZP-EGYÜTT-DK-PM-MLP",205
1,3,89,"SZOCIÁLDEMOKRATÁK",6
1,3,89,"LMP",37
1,3,89,"JOBBIK",106
1,3,89,"FIDESZ-KDNP",229
1,3,89,"EGYÜTT 2014",5
1,3,89,"ÖP",2
1,3,89,"JESZ",2
1,3,89,"A HAZA NEM ELADÓ",5
1,3,89,"ZÖLDEK",8
1,3,90,"MSZP-EGYÜTT-DK-PM-MLP",172
1,3,90,"SZOCIÁLDEMOKRATÁK",1
1,3,90,"LMP",36
1,3,90,"JOBBIK",115
1,3,90,"FIDESZ-KDNP",216
1,3,90,"EGYÜTT 2014",6
1,3,90,"ÖP",2
1,3,90,"JESZ",4
1,3,90,"A HAZA NEM ELADÓ",1
1,3,90,"ZÖLDEK",10
1,3,91,"MSZP-EGYÜTT-DK-PM-MLP",212
1,3,91,"SZOCIÁLDEMOKRATÁK",3
1,3,91,"LMP",33
1,3,91,"JOBBIK",75
1,3,91,"FIDESZ-KDNP",197
1,3,91,"EGYÜTT 2014",6
1,3,91,"ÖP",0
1,3,91,"JESZ",2
1,3,91,"A HAZA NEM ELADÓ",5
1,3,91,"ZÖLDEK",7
1,3,92,"MSZP-EGYÜTT-DK-PM-MLP",239
1,3,92,"SZOCIÁLDEMOKRATÁK",4
1,3,92,"LMP",44
1,3,92,"JOBBIK",121
1,3,92,"FIDESZ-KDNP",239
1,3,92,"EGYÜTT 2014",10
1,3,92,"ÖP",4
1,3,92,"JESZ",3
1,3,92,"A HAZA NEM ELADÓ",4
1,3,92,"ZÖLDEK",10
1,3,93,"MSZP-EGYÜTT-DK-PM-MLP",231
1,3,93,"SZOCIÁLDEMOKRATÁK",5
1,3,93,"LMP",44
1,3,93,"JOBBIK",111
1,3,93,"FIDESZ-KDNP",240
1,3,93,"EGYÜTT 2014",9
1,3,93,"ÖP",3
1,3,93,"JESZ",3
1,3,93,"A HAZA NEM ELADÓ",2
1,3,93,"ZÖLDEK",3
1,3,94,"MSZP-EGYÜTT-DK-PM-MLP",150
1,3,94,"SZOCIÁLDEMOKRATÁK",4
1,3,94,"LMP",48
1,3,94,"JOBBIK",80
1,3,94,"FIDESZ-KDNP",208
1,3,94,"EGYÜTT 2014",5
1,3,94,"ÖP",2
1,3,94,"JESZ",0
1,3,94,"A HAZA NEM ELADÓ",2
1,3,94,"ZÖLDEK",6
1,3,95,"MSZP-EGYÜTT-DK-PM-MLP",211
1,3,95,"SZOCIÁLDEMOKRATÁK",7
1,3,95,"LMP",40
1,3,95,"JOBBIK",77
1,3,95,"FIDESZ-KDNP",160
1,3,95,"EGYÜTT 2014",3
1,3,95,"ÖP",1
1,3,95,"JESZ",2
1,3,95,"A HAZA NEM ELADÓ",2
1,3,95,"ZÖLDEK",3
1,3,96,"MSZP-EGYÜTT-DK-PM-MLP",235
1,3,96,"SZOCIÁLDEMOKRATÁK",2
1,3,96,"LMP",42
1,3,96,"JOBBIK",115
1,3,96,"FIDESZ-KDNP",257
1,3,96,"EGYÜTT 2014",5
1,3,96,"ÖP",2
1,3,96,"JESZ",3
1,3,96,"A HAZA NEM ELADÓ",5
1,3,96,"ZÖLDEK",6
1,3,97,"MSZP-EGYÜTT-DK-PM-MLP",245
1,3,97,"SZOCIÁLDEMOKRATÁK",3
1,3,97,"LMP",51
1,3,97,"JOBBIK",115
1,3,97,"FIDESZ-KDNP",208
1,3,97,"EGYÜTT 2014",9
1,3,97,"ÖP",4
1,3,97,"JESZ",1
1,3,97,"A HAZA NEM ELADÓ",2
1,3,97,"ZÖLDEK",13
1,3,98,"MSZP-EGYÜTT-DK-PM-MLP",161
1,3,98,"SZOCIÁLDEMOKRATÁK",4
1,3,98,"LMP",40
1,3,98,"JOBBIK",94
1,3,98,"FIDESZ-KDNP",143
1,3,98,"EGYÜTT 2014",7
1,3,98,"ÖP",1
1,3,98,"JESZ",1
1,3,98,"A HAZA NEM ELADÓ",2
1,3,98,"ZÖLDEK",2
1,3,99,"MSZP-EGYÜTT-DK-PM-MLP",222
1,3,99,"SZOCIÁLDEMOKRATÁK",1
1,3,99,"LMP",43
1,3,99,"JOBBIK",93
1,3,99,"FIDESZ-KDNP",247
1,3,99,"EGYÜTT 2014",5
1,3,99,"ÖP",1
1,3,99,"JESZ",3
1,3,99,"A HAZA NEM ELADÓ",3
1,3,99,"ZÖLDEK",4
1,3,100,"MSZP-EGYÜTT-DK-PM-MLP",170
1,3,100,"SZOCIÁLDEMOKRATÁK",4
1,3,100,"LMP",45
1,3,100,"JOBBIK",101
1,3,100,"FIDESZ-KDNP",184
1,3,100,"EGYÜTT 2014",8
1,3,100,"ÖP",2
1,3,100,"JESZ",3
1,3,100,"A HAZA NEM ELADÓ",4
1,3,100,"ZÖLDEK",4
1,3,101,"MSZP-EGYÜTT-DK-PM-MLP",197
1,3,101,"SZOCIÁLDEMOKRATÁK",4
1,3,101,"LMP",26
1,3,101,"JOBBIK",105
1,3,101,"FIDESZ-KDNP",183
1,3,101,"EGYÜTT 2014",4
1,3,101,"ÖP",4
1,3,101,"JESZ",1
1,3,101,"A HAZA NEM ELADÓ",1
1,3,101,"ZÖLDEK",6
1,3,102,"MSZP-EGYÜTT-DK-PM-MLP",208
1,3,102,"SZOCIÁLDEMOKRATÁK",1
1,3,102,"LMP",45
1,3,102,"JOBBIK",104
1,3,102,"FIDESZ-KDNP",197
1,3,102,"EGYÜTT 2014",5
1,3,102,"ÖP",1
1,3,102,"JESZ",0
1,3,102,"A HAZA NEM ELADÓ",8
1,3,102,"ZÖLDEK",2
1,3,103,"MSZP-EGYÜTT-DK-PM-MLP",231
1,3,103,"SZOCIÁLDEMOKRATÁK",5
1,3,103,"LMP",39
1,3,103,"JOBBIK",106
1,3,103,"FIDESZ-KDNP",215
1,3,103,"EGYÜTT 2014",7
1,3,103,"ÖP",0
1,3,103,"JESZ",0
1,3,103,"A HAZA NEM ELADÓ",2
1,3,103,"ZÖLDEK",9
1,3,104,"MSZP-EGYÜTT-DK-PM-MLP",163
1,3,104,"SZOCIÁLDEMOKRATÁK",1
1,3,104,"LMP",39
1,3,104,"JOBBIK",84
1,3,104,"FIDESZ-KDNP",227
1,3,104,"EGYÜTT 2014",3
1,3,104,"ÖP",1
1,3,104,"JESZ",6
1,3,104,"A HAZA NEM ELADÓ",1
1,3,104,"ZÖLDEK",6
1,3,105,"MSZP-EGYÜTT-DK-PM-MLP",199
1,3,105,"SZOCIÁLDEMOKRATÁK",3
1,3,105,"LMP",35
1,3,105,"JOBBIK",90
1,3,105,"FIDESZ-KDNP",186
